Reference AGB,RF-predicted AGB
24,81.2032
85,84.58893333
82,79.46486667
124,122.6781667
72,79.03083333
102,106.0293667
40,80.93116667
96,89.72743333
136,126.3945
112,127.2959667
36,61.62156667
95,83.772
67,69.55613333
116,83.9392
133,78.33506667
65,85.7522
99,89.16343333
75,85.20766667
79,80.93346667
107,98.2502
7,83.05523333
194,133.7967667
89,87.07596667
59,59.1508
76,88.27886667
94,103.0286
51,65.08216667
19,84.00103333
72,103.7200667
102,82.2387
88,89.43823333
50,53.6723
47,47.52433333
88,89.52763333
70,54.29396667
96,129.8748
54,78.50063333
80,72.8208
106,80.18666667
90,82.02453333
47,45.3308
101,106.8112
90,61.31676667
39,79.43256667
54,72.59733333
50,61.05586667
97,83.72026667
127,142.4726667
90,101.5476
107,86.16473333
127,129.9629333
65,82.01153333
81,71.46373333
42,78.75463333
65,87.4753
106,128.2606667
128,129.5304
97,90.30013333
138,105.4721
111,101.4834333
46,70.331
96,90.06066667
131,102.2621
70,86.59066667
100,109.3821667
86,86.18966667
83,82.34633333
115,84.81913333
108,84.23083333
55,68.965
75,68.69456667
71,67.08493333
89,80.6514
84,65.3172
133,136.2881667
37,78.40176667
75,133.3816333
98,92.1004
91,74.6178
90,109.9865667
100,103.8766667
102,81.40076667
63,62.1177
94,105.1558667
117,92.91386667
106,83.19956667
86,63.0608
90,83.9338
105,107.7955
74,92.52046667
51,52.5241
114,86.55806667
72,64.50076667
107,79.25316667
76,100.1567
55,78.11383333
59,78.46066667
94,95.86923333
92,80.92286667
106,71.44103333
99,101.2849
43,79.84223333
46,76.9056
67,62.33263333
42,70.65143333
116,99.71363333
59,68.04406667
90,89.62716667
54,65.95523333
103,113.7948
71,63.99946667
83,94.56403333
107,68.5457
83,95.56333333
75,90.57003333
69,75.00066667
95,130.3046
90,99.60133333
40,88.56863333
37,81.59763333
43,67.19196667
42,65.50106667
14,80.74053333
49,61.0825
85,64.97313333
36,65.4943
63,83.933
83,89.90513333
117,81.7363
99,67.6463
84,89.9128
86,88.69456667
83,73.43566667
54,67.01856667
98,112.9055
63,85.31753333
99,76.56026667
75,69.3603
32,58.96486667
99,79.21046667
117,140.2987333
91,87.16453333
85,92.77536667
40,70.72436667
90,84.95573333
76,80.15763333
82,101.4131
31,52.3429
65,74.0858
55,53.05496667
147,100.9721667
13,52.54003333
63,57.16326667
68,73.77153333
124,98.37643333
40,58.24513333
64,106.5039
47,80.21806667
88,57.12926667
83,55.8845
76,73.23136667
57,73.78193333
84,70.71413333
120,64.05226667
47,54.39783333
71,75.20946667
96,79.584
100,83.6367
97,122.5242667
149,128.6945333
141,128.2355
130,103.9931667
120,102.9854
74,106.5138
130,148.7461
109,117.6394667
70,95.93876667
103,123.7086
126,111.5287333
136,129.2847
105,89.10723333
109,70.3245
142,82.74266667
131,134.8295
120,117.6276333
110,71.82466667
121,129.7811
49,61.41953333
162,117.2678333
106,116.9218
80,97.45096667
81,77.81483333
129,71.41706667
105,127.8584667
97,121.973
120,128.2098333
107,102.9514333
59,97.34703333
149,89.17516667
130,109.9944333
97,69.78823333
178,153.8972333
156,96.7097
49,185.7892333
191,112.6717333
64,134.8715333
74,134.0958333
158,144.4261667
80,125.0854
138,89.83853333
108,67.38123333
71,73.82216667
115,92.69296667
129,69.73926667
289,203.4151667
230,181.5316
171,157.4669
334,130.5677
184,159.9823333
160,175.0709667
127,152.3371667
189,179.1087
135,123.3054
104,83.33076667
126,102.2195667
152,77.56126667
118,78.62413333
126,111.6141333
176,111.1683
80,103.5099
160,185.9474333
189,185.5400667
211,195.9416
63,88.2103
140,133.9433333
128,136.8368333
120,74.45233333
84,92.07276667
189,145.1808
110,152.1961333
156,172.7633667
129,134.2139333
117,88.92396667
146,131.9744333
159,131.1986333
170,138.2647
144,114.7923667
132,131.0953
253,203.7711333
135,114.6645333
140,142.2283333
196,164.9307333
167,160.2161667
121,107.5068667
195,208.0782667
179,191.7327333
233,183.2955667
114,105.8717
175,191.9458667
100,119.2431
145,190.0460667
171,67.89263333
136,122.2075333
147,158.9117333
158,193.5586333
112,99.31073333
57,85.35473333
71,112.4122
157,146.6902333
73,85.1228
84,106.4680667
141,63.90693333
68,118.9936667
87,63.3473
42,91.96906667
149,149.1231
147,115.1630667
243,205.0141333
24,54.56626667
139,170.1122667
161,150.2033667
125,80.20383333
140,94.67463333
132,138.6014333
119,133.9121
140,165.3223333
156,90.48873333
97,76.53516667
80,96.89793333
127,140.6127333
206,92.14176667
120,74.49186667
81,92.34493333
124,115.3532333
136,131.9530333
108,123.7239
84,62.17933333
129,91.82816667
103,105.4700667
174,151.2315333
131,158.5106667
154,166.5523
150,196.3831667
186,194.1420667
182,175.9884333
230,209.2606333
224,196.2761333
216,163.5512667
169,188.0294333
238,193.0405
163,144.9758667
115,203.1513
161,167.8675667
199,173.6110333
168,142.3821
187,146.2664333
100,106.3807
170,188.3738667
172,183.0849
173,144.9465
206,192.7675333
238,186.472
121,92.9183
164,156.7231
136,132.0637333
197,180.7012667
159,118.0744667
193,177.7642667
176,151.5525333
157,131.1743333
164,139.3665667
170,237.8115333
175,178.8821667
216,235.4492333
207,179.518
142,204.672
143,53.91536667
189,164.2343667
172,155.9271667
140,141.2322333
225,197.8693
219,193.8660667
107,53.42433333
161,197.5309667
196,153.7627667
201,180.251
148,132.8947667
188,142.5167667
244,256.7301667
162,145.9287333
126,143.0383
215,186.1768333
206,192.4296333
219,235.5304333
72,95.7708
247,247.2013667
201,195.6093333
69,58.9268
173,158.5890333
248,212.7619667
190,187.2346333
185,166.2349667
191,186.5447667
156,180.9979
205,188.5145333
162,151.6000333
195,130.7934
162,165.7417667
208,141.5573667
40,175.4879667
114,176.8147333
193,147.2349
246,235.2797
124,138.9275667
139,148.4659
179,162.3011333
181,149.4177
217,162.4176
141,147.0629667
188,197.1859333
163,142.0381667
223,189.3592333
186,145.4297
247,240.6902667
184,191.4710667
165,134.6982667
144,140.3135
129,142.0293667
181,208.4882
189,178.3202
199,169.8647333
182,166.5985667
188,183.5918667
127,116.7757333
111,156.5660333
165,179.0143333
168,176.5372333
221,206.8342
70,91.8777
158,158.0361667
148,134.8715
170,157.1626667
155,119.1060333
206,164.1761333
252,230.5005667
140,197.5221
196,164.9818333
141,132.9661
169,154.4491333
118,95.47673333
221,163.6222667
43,117.9848667
222,193.2983333
141,189.2011667
200,166.3184667
262,113.3970333
121,135.8063333
152,163.6855
59,68.5622
121,121.6698667
106,125.8407
57,119.4253333
20,107.7435667
19,52.0403
42,67.0219
158,148.6265333
102,54.84746667
104,51.15076667
61,84.65633333
14,89.66643333
49,79.8253
58,80.84863333
74,78.51416667
52,72.5919
109,120.6213333
55,68.48353333
65,74.9544
91,90.17713333
85,100.6899
67,136.2013667
70,119.1528333
57,84.45613333
69,73.10566667
93,64.73626667
88,70.80833333
38,81.1804
91,63.8768
155,132.4529667
104,76.44013333
84,66.6704
56,76.88813333
79,89.56946667
86,91.88833333
75,69.1732
140,88.87873333
50,79.892
36,69.87606667
88,76.78716667
104,75.44376667
60,76.38733333
67,90.5034
95,92.7309
137,161.4676
61,84.46043333
66,75.04406667
139,157.9148667
92,105.4181333
118,87.33916667
156,165.2807667
151,120.1760333
193,134.8753667
172,137.7284333
168,185.2524333
150,165.0574
111,158.661
147,179.7001
179,168.1836333
210,244.4482
175,194.6526667
146,83.47156667
253,234.4651333
167,182.2042
191,195.7754333
183,150.3803
71,141.7824
120,153.4909333
152,101.7083
228,135.8210667
199,175.7483
205,254.4763
74,160.5325667
124,89.36356667
207,198.5366
183,253.0353333
160,204.3714333
112,130.2021667
116,134.2815667
176,183.9009333
79,99.90403333
249,116.4743333
136,129.3304333
83,87.47076667
209,186.8336333
154,133.9218
132,165.0393333
81,102.2178
114,134.9813
127,145.0456667
102,126.3139667
150,172.2068667
86,130.4604333
152,166.0433
167,156.1179
92,129.8794667
58,85.1609
97,171.5109
74,106.3627333
28,71.5616
113,117.0907333
131,119.6278667
129,148.8379333
166,137.5889333
68,136.3170667
87,166.5930667
137,156.5568
87,142.2613
73,128.6632667
133,166.3160667
12,189.8957
98,114.6465333
129,133.2923
28,111.7164
74,79.37156667
93,147.9015333
17,111.9163333
65,125.2323333
13,88.646
148,170.6618667
84,107.1768
135,193.0635667
121,135.1486
93,123.4175667
65,104.9789333
168,182.4546333
91,177.2783667
61,96.86616667
56,93.9165
81,84.05836667
158,164.8690667
119,141.4769333
135,155.4796
85,103.9500667
142,157.1683333
112,110.0744
96,102.6669667
43,76.60766667
49,72.87886667
101,99.4281
175,149.1412
121,90.55146667
125,173.2964333
135,143.1201
89,132.9811667
96,141.3685
105,127.4832333
74,87.58283333
104,179.0832
40,83.5259
65,102.4814
141,136.8479333
187,160.5593
58,104.3892
96,108.3053667
54,116.5424667
121,131.6982667
153,139.0069333
94,159.4510667
72,102.8552333
97,129.5177333
119,108.1487667
46,76.38686667
98,190.6136333
90,113.4355667
97,132.2992667
100,127.9640667
109,112.7372333
94,144.6252333
89,97.12943333
213,160.1057
112,117.5774
54,69.67883333
189,143.0354667
122,148.4142
171,165.7985
176,186.3052333
103,169.2833667
91,133.5776333
114,148.0608
77,71.1901
103,147.7346667
129,178.1633667
62,83.1426
134,128.0178333
63,90.81466667
110,141.266
208,171.8356667
52,103.124
42,87.30026667
91,133.5341
120,119.0200667
83,104.8184333
172,165.6081667
47,87.2479
165,85.6968
67,109.9974
48,68.1839
190,164.8722333
133,101.7346333
116,82.51123333
88,108.8289667
56,129.4784667
124,145.8791
78,110.8155
109,150.3516667
111,185.8391
130,109.9119667
31,114.7832667
19,65.8177
105,143.7750667
127,131.8504333
10,70.52866667
12,110.6536333
37,98.41396667
111,151.3427333
202,192.5975
122,121.4083
163,89.17996667
136,137.314
134,132.2306
128,124.7559333
165,141.1074667
70,87.68483333
219,165.7110333
121,112.9562
79,98.9605
139,138.3704667
82,137.0550667
114,137.3791667
174,196.0117333
118,224.6878
106,123.0883667
92,118.4420333
86,127.5427333
38,89.98753333
126,146.7212333
128,106.2337333
98,143.281
95,124.6569667
239,91.92973333
134,136.3938
105,72.57856667
64,74.37863333
98,104.5839
75,138.0521667
63,66.70673333
98,125.6276
83,134.7400333
105,140.0883
66,159.5787
61,109.8160667
87,90.7707
52,79.96713333
54,95.2439
16,76.36366667
151,134.7797
173,128.7903
146,171.6814667
137,125.8136
107,129.3142
171,168.9845
209,178.7482333
171,152.1434
203,167.2125
181,184.1974667
196,165.3801333
193,197.6317667
144,134.4445333
209,154.3451333
135,113.2113
189,148.4281
178,179.0364333
86,96.3804
64,55.54006667
102,75.54323333
98,65.41696667
48,75.24396667
76,109.4522333
119,157.2869667
80,122.5126333
113,147.7861667
101,111.0271667
88,90.48026667
39,81.04593333
87,117.7485667
95,130.0447
152,165.8716
81,130.2188333
104,168.4563
106,116.9423333
134,166.3107333
117,138.8191
53,102.6677
63,148.6228
167,209.6383667
138,170.7003333
60,100.8524
45,59.49186667
117,135.3958333
84,116.3956333
203,171.1171333
188,115.5141667
86,71.8501
106,89.36376667
84,55.40853333
81,105.1123667
110,164.0388
154,129.6268333
104,159.2421333
64,86.2079
74,65.8735
82,64.04203333
85,144.2062
121,154.4727333
82,128.2632333
112,127.8064333
156,141.5814
202,172.7535333
132,130.4097
72,187.2693667
96,84.929
158,196.6420667
89,143.4281667
164,106.7375667
175,148.4752667
127,190.1375333
138,160.1449667
122,168.4468667
93,116.0686667
123,184.8801
64,89.46046667
130,159.1314
131,127.6528
139,126.9256
129,114.6222667
72,113.7106667
162,141.5147667
74,123.3258333
96,153.8665
97,150.9593
141,151.2039
78,83.42536667
223,201.7912333
105,170.6238667
79,114.1794667
39,76.10903333
67,101.7739
102,87.9357
79,123.2510333
204,174.7532333
153,120.096
175,140.1889667
135,111.97
219,188.0734667
148,159.9061
131,150.1050667
144,148.8444
183,198.4984
180,134.0400333
136,156.801
109,86.1982
92,102.4142667
83,87.73523333
37,71.80873333
111,118.7513667
113,115.3445333
122,95.97683333
131,125.8405667
108,117.9685667
139,110.2606333
138,147.4920667
139,88.67846667
118,119.2567667
96,127.4392667
97,69.1678
130,101.3619667
133,76.56873333
134,70.1642
138,76.65363333
157,137.4261
104,123.1112667
149,131.0052667
38,86.18566667
85,79.2656
101,118.2349
115,130.7122
78,91.86726667
112,86.35426667
156,156.9215
102,128.8702667
72,117.3310667
54,69.62996667
140,159.2664667
189,159.1258667
140,115.6744667
117,102.1675667
105,102.3261333
110,129.7303333
151,86.00776667
146,134.5841333
172,116.7807
129,162.9347
194,142.5559333
154,121.4056
147,152.0971
136,141.0722667
77,82.12063333
131,70.85783333
138,136.8613
220,98.40153333
216,87.09516667
119,147.4153333
173,70.22973333
107,125.2978333
105,105.9703667
89,100.0781667
170,132.3440667
236,75.22396667
122,77.5819
161,70.58006667
159,102.8546
85,88.0965
172,163.4759
164,84.87666667
120,129.5632667
169,143.4272667
82,107.3257667
119,68.5199
138,80.87863333
104,101.2174667
184,180.4065333
173,116.9418333
161,127.846
138,173.6976667
189,144.2292333
161,146.6806667
147,131.5821333
145,169.7890333
74,131.8076667
210,158.8661667
221,155.1414
93,166.1328333
132,114.9507333
119,157.4627
75,197.7990667
93,149.8409333
62,166.7347667
120,191.8161667
92,124.6948333
120,176.2669667
128,159.9292333
79,152.9435
91,131.7176333
67,146.5739333
162,144.4218
195,202.695
143,165.3271333
56,82.24693333
128,137.5808
125,134.5175667
156,140.1606667
117,135.0875667
120,150.7000333
161,178.9054667
163,138.5073
148,161.7667667
114,102.2508333
187,161.4860667
154,134.8193333
186,94.91103333
95,140.3504333
88,126.4651
70,93.9567
80,108.1139
128,134.6150667
140,109.4129333
78,98.08463333
154,161.5361333
142,138.2088333
140,105.8606
106,111.2106333
72,128.4983667
69,133.5208
54,103.2572667
167,149.18
97,129.1303
135,113.5734333
101,141.5730333
111,152.1744
164,107.5842667
183,216.6882
105,133.4290333
133,166.1539
145,165.6064
132,147.0258
198,119.6622667
139,185.8259333
170,187.3421333
155,156.2512333
169,177.0222
224,254.1587333
162,168.0494667
134,160.1700333
278,255.5759
93,130.7033667
53,259.66
178,93.1185
163,125.4061667
255,178.6015
161,189.4275667
230,265.9082
252,209.2993
195,163.3558667
250,170.3104
183,187.9531667
96,130.9291667
156,228.5720667
115,113.3469667
201,193.4211667
81,135.4935
136,77.17986667
182,126.9769667
137,152.2281667
154,176.4278333
120,107.1532
88,90.57096667
119,143.9109
144,110.7403333
139,145.8252333
87,123.1611333
158,159.8455667
250,143.8349333
157,137.3845667
138,156.9673
199,206.2004333
231,167.9236
181,172.5484333
210,148.8331333
189,184.2263
173,63.66466667
126,147.5882333
158,158.8332333
180,144.9338
133,107.6489
202,173.7594333
109,151.2296667
207,90.889
153,162.6768667
219,242.3698333
195,163.8263
79,126.0721
154,124.2217667
277,174.4408
88,118.0383667
166,158.0479
165,143.7796
292,148.1421333
134,97.95543333
124,143.6554333
47,122.0545333
154,152.1447
164,137.6601333
78,152.0788
191,161.2708333
124,170.0143333
139,77.44826667
173,162.1858333
99,117.1631
219,226.9063
154,181.8048667
114,108.8919
56,136.4842
80,81.89646667
90,93.92416667
156,166.9091
63,162.0349667
142,161.4632667
150,129.9462
115,143.4558
159,143.4536333
180,150.9383333
149,198.8895
214,178.9213667
101,97.1435
106,135.8090333
62,101.2701333
186,162.5302667
220,49.84963333
115,141.8645667
172,149.8968
253,128.3247667
119,152.3785333
182,110.8548
170,84.27306667
233,190.0983333
263,194.0689667
151,157.844
152,135.4382667
209,197.5604
119,159.0272333
201,194.912
188,200.0876667
155,166.6380667
221,190.2812
178,163.3514333
190,170.9358667
127,110.3508333
130,109.5597333
199,192.1684667
197,162.1770333
206,210.4538333
134,164.5773
128,132.9640667
133,165.6063667
221,189.1386
161,144.3788
222,204.6907667
142,123.9816667
131,135.0428333
209,178.8692
114,166.9062333
217,176.7003
168,137.4796333
121,186.8351333
143,134.3713
151,146.6086667
185,186.0058667
97,144.0156333
156,228.1953667
179,199.9633667
175,180.8343
216,161.8147
203,204.3068333
181,157.0606333
86,140.3996
50,153.0116667
74,91.89906667
98,138.0850667
92,116.8875
96,163.8941333
184,197.8115333
125,156.3954667
182,182.7952
124,134.5713667
136,172.6595333
134,153.6118
137,215.9161
146,185.8921333
217,198.4064333
178,187.0741667
126,150.891
123,181.4912333
209,149.6280667
205,244.3531333
194,194.5329667
125,138.1667667
231,270.3226
171,204.6218333
66,146.3042
85,142.3633
268,264.9254333
223,275.0916
195,190.6268
118,180.3951
116,149.3247
78,127.1248333
109,145.1251333
146,220.5312333
44,144.1200333
217,255.8987
244,254.5305333
246,187.3296
98,114.9509333
82,153.0442667
196,141.7133333
194,159.5659333
94,157.9023667
154,185.5971667
125,179.9236667
174,190.8599667
67,86.90633333
163,126.9873667
134,175.4422
71,154.3257333
87,151.1117
148,193.2326667
91,126.7002
125,165.8755333
116,139.4973333
169,154.1353
162,131.8776
126,146.3151
23,151.7601667
111,143.9238
198,175.2973
108,163.3659667
58,181.5637333
152,154.2714667
178,162.4684
84,125.7934
168,179.2342
121,158.8247333
180,176.7028
167,167.6344667
117,161.822
68,139.0812667
47,62.7004
59,93.7995
161,208.2015333
166,142.4458
141,95.6143
178,203.3345667
195,179.6085667
250,188.0025667
83,92.43856667
117,132.4575
163,119.6908
195,202.6139
160,162.5617667
106,127.3836333
96,45.8963
178,157.2608667
199,230.9999333
202,250.6972667
194,166.0133333
159,171.1134
131,173.9178
79,134.3084
222,225.2789667
221,268.6894
227,231.2282
143,106.3430333
110,203.6998667
114,144.7224333
189,181.9848667
177,167.8896
133,105.6406333
230,221.3281667
166,161.0858667
142,124.0427667
189,161.5818333
65,102.5637333
161,149.5024667
72,103.8241333
119,85.39386667
136,135.6503333
120,96.1677
92,63.75816667
50,65.3167
142,146.6037333
200,183.4553333
173,155.0013667
165,151.7428
159,95.6174
165,181.2808333
201,208.0692
165,132.8252333
266,204.2091333
170,179.6667667
222,201.8054333
111,102.7966
122,107.7909333
127,142.4247667
229,155.3541
117,125.3429333
77,84.4994
126,154.5067
194,167.3852667
26,80.5083
39,56.19863333
41,71.20813333
232,185.6216667
140,189.4114
167,145.4959
191,193.6146
198,208.951
183,180.6417667
193,77.73296667
129,114.7981667
110,148.9415
173,171.7131667
199,162.8319667
115,108.5647
186,147.7247333
239,175.6917333
133,129.7863333
235,174.6575
182,191.3830333
192,174.7307
132,159.2024667
153,171.0193333
178,187.0543
193,248.6068333
179,184.4639667
210,219.1595667
180,185.2657
202,192.8532333
170,200.6891667
258,260.5972333
224,214.5181667
179,159.5511667
200,187.4093667
158,161.6273333
172,144.3905667
166,154.1633667
181,151.6392333
209,168.4369333
189,193.8994667
207,203.9212
146,147.6220667
221,207.0133
14,67.4368
147,124.7115333
229,199.5403
126,155.2224667
53,91.28456667
111,135.0521333
143,103.2231667
147,163.7145667
126,134.4762333
201,124.1394333
129,116.8014667
154,126.5632
155,129.6439333
239,131.8984333
111,138.1475667
111,126.8067667
139,137.7943667
156,145.4537667
178,177.9421
121,136.7722
200,160.1683
139,151.0338667
170,178.5127667
174,162.2454333
136,136.2025333
175,167.6946
172,153.9002
143,138.8231333
157,212.0807333
236,187.1350667
195,178.3044
191,185.3681
267,261.8024
208,168.5391667
195,184.8770667
136,148.9872
230,205.8918333
164,164.3338
81,84.91113333
207,176.0247
167,161.0695667
50,172.8500667
130,144.6222333
119,185.4896667
120,131.3345667
185,186.2142
126,162.4300333
162,162.1824333
249,184.3924
187,169.9016
132,158.8899667
86,91.34323333
194,235.3527333
50,108.203
129,146.9998667
152,146.4036667
156,143.7651
144,146.1859333
147,144.3046333
96,125.2399667
179,199.2633333
173,164.2981667
192,123.0834667
43,125.9305667
192,164.4831667
121,102.2055333
161,196.8292
201,207.8326
110,137.9530667
170,156.4307
173,186.5087333
142,134.9376667
112,79.9777
108,81.9641
109,131.8049
210,195.1346667
196,169.4748
138,187.3150667
189,198.1460667
101,186.1701
119,77.1217
173,178.0473667
113,86.85563333
87,82.35013333
164,184.7671333
169,147.4676333
150,199.0678
132,133.2927
193,161.8096
179,169.2164667
155,185.6412667
151,176.0603
149,172.3138667
84,123.2722
125,118.4824333
116,156.8351333
190,208.1406
178,158.3768333
145,143.3637
179,156.8167
221,183.9841667
123,183.14
64,85.7598
151,194.3203667
162,204.5559
113,185.0676
105,95.20463333
171,167.5666333
141,157.5251
208,188.3044
138,187.1020667
212,163.2858333
146,128.5416667
162,170.9198667
137,141.6094333
173,198.3226
153,252.3791333
179,169.9571667
141,132.7798333
87,124.1692333
129,214.7797667
109,123.6247333
217,230.6225667
151,171.9650667
185,166.0076
146,221.4174
115,171.0120333
86,142.1627
155,148.8995
138,132.7776333
128,83.32166667
94,86.54543333
97,68.24696667
96,77.8287
132,125.9530333
128,113.6291
114,170.6003333
104,86.1847
108,102.8248667
119,95.74613333
83,97.7574
178,161.7879333
153,128.5010333
131,132.0236667
164,131.3976667
139,120.3951333
63,74.7536
165,154.4442
88,104.3891
175,145.2024667
140,118.4961333
159,150.9124
112,88.05773333
110,172.2803333
129,183.2294
125,143.7647333
200,198.5103667
157,171.1486333
74,129.8878667
121,156.5000667
183,137.1447667
139,178.5531667
143,157.3534667
162,138.7317667
132,165.1940333
145,161.0998
148,158.4234333
94,163.9683333
118,128.8754333
190,160.9926667
143,152.6033
129,100.5961333
87,166.6844
108,128.6799667
192,191.6856333
166,183.9587667
148,135.9436
98,143.8362333
160,177.5850333
235,204.2138333
121,141.1381
60,151.4286
187,191.9817333
130,145.3686333
35,86.9871
181,232.0805667
220,185.7872667
159,117.4815667
171,186.4875333
133,162.5773333
27,186.8751667
95,149.124
161,188.4623
125,161.109
125,127.9418333
134,171.7507667
146,166.2396333
150,204.0282
160,114.0273667
136,124.9297667
112,187.7381667
82,175.0951
118,124.6702333
176,155.0026333
78,88.43333333
95,97.42636667
82,100.1037
111,140.4171333
188,112.2797333
131,109.2273667
124,121.9181333
191,110.7360667
89,105.9251667
178,171.9592667
60,70.36636667
129,92.9746
67,86.31566667
68,114.1983
74,120.4336667
110,123.2307333
169,146.6021
113,136.0213
151,101.8375
101,123.1129
141,173.8016333
94,108.5203333
95,138.7413333
89,88.89293333
145,72.0087
105,131.7118333
121,115.0587
52,95.46036667
90,84.4449
66,87.2012
77,104.0834667
96,101.8946667
160,164.5995667
93,85.39666667
207,73.595
110,120.4763
108,82.2238
214,88.31356667
155,131.5772667
66,96.06886667
165,156.112
93,93.1836
103,68.10863333
145,179.1173
201,134.9617333
263,225.0818333
112,114.3555333
111,101.3261667
26,148.3934333
174,146.5226333
99,127.0172
84,99.3434
136,127.7468333
172,128.1759667
145,88.12906667
27,66.29306667
61,104.1838333
126,133.2401667
124,106.2725333
48,76.33543333
106,96.56606667
67,96.30326667
88,100.0970667
37,94.16656667
92,121.2902
130,193.9172333
103,98.37473333
133,104.9355667
66,87.1407
26,68.09713333
144,139.5381
156,146.8448333
106,139.9605
27,84.29273333
62,70.883
101,106.3045667
22,102.3592
26,76.8402
80,124.6269
115,111.7607333
78,85.51713333
137,144.4777333
10,78.34926667
152,135.1383
239,189.3153
94,197.2884667
136,196.4340333
145,140.4528667
78,206.0827
54,265.0594333
34,88.401
62,66.7476
83,102.7747
80,104.7112333
27,61.4133
72,144.0439
111,103.4183667
121,195.6760333
176,156.2336333
57,135.4958667
85,86.0197
59,106.4942667
86,137.8047667
130,123.2468333
96,120.2282667
81,116.2548333
174,133.0593667
213,160.3298
74,133.0989333
259,150.04
91,146.2037667
53,74.40463333
90,85.7032
187,147.6863
144,148.7524
141,162.4791333
174,128.4682
60,79.0317
99,113.2977
78,90.48176667
115,114.8841333
50,73.18076667
131,139.742
70,110.8984667
84,119.4087
139,81.35213333
51,88.1785
64,146.7179667
95,86.83613333
65,116.3233
70,94.13896667
144,143.9359667
160,146.6674
166,169.2785333
194,127.3335667
88,162.4775
123,128.1323667
189,156.5469
110,161.3206333
57,86.85603333
89,186.0160667
127,102.6657667
113,180.7292
81,142.1315
66,163.2884667
149,149.4042333
122,115.4681333
191,132.8776333
36,155.5348
80,165.2410333
88,143.2432
66,114.668
163,155.3988667
130,142.3971667
151,163.4056
97,134.5254667
159,99.9597
159,107.0613667
78,111.0378
106,71.71366667
74,141.4105333
61,76.63336667
